control_id,conversation_hash,source,exclusion,judge_confidence,score,length_only_score,text_chars
949c358523e4faa384e441f6eb95203d7d2ebd9af72673e2bda5c55783beee4e:10,4cf781b79b6735e52a4dc87d60f3d8bf3c8580c9dd4fa960f184323d78ac9822,legacy_existing_wilddelusion,roleplay,0.98,0.65122473,0.4386377470089027,181
9dcc7ac951a527b604cfdc855227ed20dd7500a4d9a65d6c96e0ab2ad351c916:22,9078666b4160eccfb6fac0d6b4373acf1223b3733c3e9d9fca8384c4ffa9e25a,legacy_existing_wilddelusion,roleplay,0.96,0.8097212,0.2866118127390966,81
ad5229b482f9bbd485cbc3229dc57180e565d9938d987477e3947cc44feab2da:26,ed810ce030949e4638e8497cebbd6d22ad6b8e7a2aa833fad92d714e66f15415,legacy_existing_wilddelusion,roleplay,0.98,0.39590102,0.5863298880263852,371
d79f17845de339197eb317eeed7c9fb4127eb1773f4832ec655db2278054720d:36,3b8ee8c7a1b98da42308ff2e804b9a00584a1e661a14c1c7c1659c0dc5db8769,legacy_existing_wilddelusion,roleplay,0.98,0.6777416,0.5517820998911065,313
dae1bf9a9966d17b0933fde182f94b6c6c3a8b1e169790f652e744269f3e5c78:2,f797ddae8f2bae893b116819f5b372b6efb29a935cb9774df0d3fe08e7f59686,legacy_existing_wilddelusion,roleplay,0.98,0.8445977,0.5396021626109586,295
daf1069ddea29d6cb9cc9dbf8d0637717edc4135a628034f33329e9c1a269244:72,930518af5662efabad1090fffd90f4732b31037c0bed2d263e59e2f1cfb5b18d,legacy_existing_wilddelusion,roleplay,0.98,0.54904526,0.3898451811949943,142
f4240116a4cd33e90564194d92309ded489fa2a4730162273b856599bbf2a9cf:0,368ca4023f22513ee4c6dbf8f95e21c3f146e4ec66158ede9779174f35a24897,legacy_existing_wilddelusion,roleplay,0.96,0.6148256,0.4662290076082661,207
f934033bec05ce13daf9c341380b761e77aaaf07685079429d4a28091c3261fd:0,adf07f6311807cee82e4e74bc901d55d7a3b441e4ffae19d13c6a153f036e2c7,legacy_existing_wilddelusion,roleplay,0.97,0.5432143,0.5339303086679306,287
07a3d2986fe1644fa960971c8fa00f2f65416da7792ede20ab99e41dbebbdf2c:14,268660a081029d2bd4da94b1b4693e9aedaa963bcc905bf2cc1224406b2a7864,lmsys_chat_1m,roleplay,0.98,0.819507,0.354047144490245,118
08e41d9bd1ebeb3837d29916637a78f1ecdc6fffc147bff25d349c100a6a5ffb:0,c4945122a97bd98c79b2ee9f964d5163881e79e35d02a20259b8a22937ad8782,lmsys_chat_1m,roleplay,0.96,0.86397016,0.7344939587501671,834
0ce1e88ab15646da5bde1fe50ef84e67cfc11adbc9d677d0521c981aa3f6bc9d:6,6528b06c3e4ea2a0695e036324e1383ae3101197d4463653c1aeb273d6400cdf,lmsys_chat_1m,roleplay,0.99,0.52981335,0.1685195163420564,35
2674b83c1c39f6307e8480b0982602eef98366f8d3a1c5a5cd19a18d8c0deb37:24,712685654bee0a2fb0e621ca1734a3857eb61c5ddff73d858be9c879b2481af5,lmsys_chat_1m,roleplay,0.99,0.7816179,0.3939749618205168,145
4c7de549149e3b0b4c6fd24cbc44bc60128d30518578f3aa06d1479a33ffdb60:12,0f712737ebdc5d765b7bf38e6625891700c68e6ca58a3498fdb6cd57790b487d,lmsys_chat_1m,roleplay,0.96,0.614185,0.4862337952715433,228
7ea8970acdce883194143554094aa73f496627789b375c8f978b246f8580f323:0,bda64a04ebb99999c394028d2bada71d8648e7a542527584c070da1e005740e8,lmsys_chat_1m,roleplay,0.98,0.6263114,0.4375060087443804,180
8794990c0e5cc66b6d94d676c81b90cb836acde85a922cb56cdd3e240d237de9:0,0b7a0e9b85d9eadf0f46bd8826c2376294c5b60a52a4d2e81759c1a42a3cb3df,lmsys_chat_1m,roleplay,0.98,0.36708003,0.439763903052052,182
8b8176e1c0de15f9612b059282f59cb336b9c54e0f644ac52a153eaf87c44890:16,4841fa783f4f362c0782bc2473a743154e84bf04ec69801281ef1fe133c644d1,lmsys_chat_1m,roleplay,0.98,0.92450064,0.6287477555477691,460
b1e5c6cde30e0c314a99e788db96c72511d20e32e3cd52b36be96c5f79a4f060:6,3e6e888c1f48acbd175da44e28a5c369a07d6fc6784209e621180bba5689076a,lmsys_chat_1m,roleplay,0.98,0.92378056,0.1901831176264734,42
b1e5c6cde30e0c314a99e788db96c72511d20e32e3cd52b36be96c5f79a4f060:22,31c6b46fefaf5434636fdee671b79bcc3d3d5214905c90408c3126fd9ce2844a,lmsys_chat_1m,roleplay,0.99,0.5898717,0.6244933987110678,450
ca211de60585b257fa210e2fe5d33271cf1bf976ca13bc2f2d0fc67ea2c0295b:8,c46516a457669211aacf3e4038498ed03fb7480f8d19f294bdf2a1cdbf7bea41,lmsys_chat_1m,roleplay,0.99,0.81856614,0.610541626111428,419
e333e531d932e2b6bf84430b1b9378f2ddac34416dcd6b3a58e0f9d749d067ee:12,6411bd88f8c58d7909b416ad9553ba8e1eab4d622edbe6e5bd19547a2618d6a5,lmsys_chat_1m,roleplay,0.98,0.59127593,0.3710972681933331,129
001650c8296a9db6841b0e6749d3fb385ea19bd44f2ce4aa317beb56d48e0a4c:6,2225c4cc1b66d18ef4e6ef0195a6131ed60a0fd67116dd1583a6b46715274852,sharechat_chatgpt,roleplay,0.97,0.92525876,0.6879451016161763,633
20167555efd843480930ee7bc0afc5053c321599fafae9fb4efcfe27417f1c4a:8,90220cf2123bd4c96ff86a48e6c15c977089ebfce5275e7c798d465453164007,sharechat_chatgpt,roleplay,0.98,0.3191225,0.937569778853524,6717
3a93cd3563e31bddc12d6e07b4dd73ac08e31d450d929557ecc7e7187f187370:8,5c9f8418ed5ee38b6e9fc27ac4d6c88dea58e182368199e93925a6ab4c587c28,sharechat_chatgpt,roleplay,0.98,0.75772476,0.522830513980321,272
3ce214b3bfe9b486a9e619b1d3441ad44a20cd90094b1932c989c3a2052a29d2:8,edf75683d6e6a9da5a1f31865ebc37d2ed67c6265ab32df1c918271688f87c98,sharechat_chatgpt,roleplay,0.99,0.3369571,0.3215996731964376,99
3f07bd18ec2fb6daf4a0a7a2eeb93adddf644e39fb2dcd7094a30ffdc384a399:42,37f89e51a93308ee6419fb595e339d1680a336a9a33f0c43771fe2bd9da7c6f2,sharechat_chatgpt,roleplay,0.99,0.94594556,0.4046543846104711,153
43c32a43ff34b85d9d14c8c6e8c663d49dbe54830f5c0a9c2c5ade6afc4f8af9:9,796aad91d34cc813c1d0aa8eeb92bbaf9a8cb46b1ba84f2e16677681cdfabc9e,sharechat_chatgpt,roleplay,0.97,0.58671814,0.3391871689048713,109
73ed764e39b4a1359250360aa77643ed718a0759bce47ca92fbb0118ad87ca13:38,f97df0cc61dc634482b716f399d62198357cb6a544da73bb2f7baf3bedc70666,sharechat_chatgpt,roleplay,0.96,0.9621147,0.4601582404828788,201
747219158b13ec83e4975074776eb9d21111a03b8ed0b56041800451c5e542d5:0,1c023571f361c870e774411f8e7bf2e036ed01721f5f781825a04c71c21a1f22,sharechat_chatgpt,roleplay,0.97,0.8913065,0.2604346355230086,69
8038425c774374bb7ff7d969ab0c171bde384e1ca239bef4be0bb4825826bee2:7,b95bbbe40cd8cb70306f7baca9e96d8c19c81521856eb3af8fbda4ced8623a85,sharechat_chatgpt,roleplay,0.97,0.6575549,0.3491895778672113,115
81a181c6e1dab213cd1bf6fcaa73e4195f62b08c4458476cc4fb595ae50e2dce:3,3ff208d7361a5e76787fd20a978ee18f1a87e1a434ebc9d9ff4a1fd049f256ce,sharechat_chatgpt,roleplay,0.98,0.9269972,0.7114293723776299,725
9cba5930b8b04c46fc6f73a0419a8f96562653d4f6a4fe017f036e808b4d6928:35,47871182138f97d82244d5b2e3796878e6a4dc3edeab72ff7de59f8e6ace9342,sharechat_chatgpt,roleplay,0.97,0.89885044,0.4701848022144145,211
b449cb5545b715111a1b7f906267bd67d17a23a944cbb1ada287df5df79bba93:5,c44e90f2b4af35e796a7ee08ff6db10225f195a72c4eb1eeda5042ce5246bd27,sharechat_chatgpt,roleplay,0.98,0.64861095,0.3799280081366547,135
ba7bf1878f12e94fb72d6ba34e3822ad935cff6df82372d5bc461cb429fe8185:0,78b0113d219b7557ecb40a6a07b05535542a39e075fcff05c93070927acfdcca,sharechat_chatgpt,roleplay,0.98,0.7163144,0.9025944529213196,3683
d2789f8b694f5208f0e833d204d97747e9668503f53ca39a8f55b26364998377:3,736614dcdb0eb1d5e2048b7525335e81a304d4d7892b0175343c39f7cfb744e5,sharechat_chatgpt,roleplay,0.99,0.5182969,0.4601582404828788,201
d6d60029ff8af9da7c0e19b63c7cbda82f10f414332df56e84419f0120a3c50c:27,3accbd891eaa1030b470afde6556ad7190a3f1825b563575e0a13270ea5758b0,sharechat_chatgpt,roleplay,0.98,0.8996235,0.526600331475436,277
d6d60029ff8af9da7c0e19b63c7cbda82f10f414332df56e84419f0120a3c50c:30,3accbd891eaa1030b470afde6556ad7190a3f1825b563575e0a13270ea5758b0,sharechat_chatgpt,roleplay,0.98,0.82773113,0.582496120812612,364
d6d60029ff8af9da7c0e19b63c7cbda82f10f414332df56e84419f0120a3c50c:37,3accbd891eaa1030b470afde6556ad7190a3f1825b563575e0a13270ea5758b0,sharechat_chatgpt,roleplay,0.97,0.86020947,0.3755520503592041,132
da92ab92bee564f9b8d168c57d84bccf4118c9cdebd3bd1d3e07257ddc35e0e5:24,164886276d1e090c62b2ca95b4c6fce37125f344150e1116868ae22e9ecf2148,sharechat_chatgpt,roleplay,0.98,0.9732049,0.610541626111428,419
e38a39e41605eb37a47d5ba7faf4a8e9a8f5b2fd98ac0dd30179280bc15fac42:2,cd12d05bd173b33bb3fa49b50740660652744128790cac23c2094deb2207df91,sharechat_chatgpt,roleplay,0.99,0.7194456,0.5235902304210571,273
e38a39e41605eb37a47d5ba7faf4a8e9a8f5b2fd98ac0dd30179280bc15fac42:23,cd12d05bd173b33bb3fa49b50740660652744128790cac23c2094deb2207df91,sharechat_chatgpt,roleplay,0.97,0.7236657,0.5626039515886602,330
e38a39e41605eb37a47d5ba7faf4a8e9a8f5b2fd98ac0dd30179280bc15fac42:35,cd12d05bd173b33bb3fa49b50740660652744128790cac23c2094deb2207df91,sharechat_chatgpt,roleplay,0.98,0.8117649,0.7601178951174636,984
e5ac4f4379eca0f44cc12c6ba234a30675da42e58978c3504850b8323fa76d2a:21,0c2a38736a895ca34dccac60d312b0f2b376429d6b2a56c258913038f92be2db,sharechat_chatgpt,roleplay,0.97,0.951399,0.633298911378938,471
e5ac4f4379eca0f44cc12c6ba234a30675da42e58978c3504850b8323fa76d2a:33,0c2a38736a895ca34dccac60d312b0f2b376429d6b2a56c258913038f92be2db,sharechat_chatgpt,roleplay,0.95,0.82575786,0.4788303957542691,220
b643d74926fe1efefcba67ca4c1dcdd7430d4312faf449474dd80205ef0a6ffc:332,94feca2b3555c3bae669d7698703865ed8472e041d9e61b2e02556de80e91187,sharechat_grok,roleplay,0.98,0.92149484,0.6952888726650629,660
b9291c0daf27dd7f285d1c86b908f7252621373b6dab00244359ef32e2526533:23,7f555d72060d4757d542c91e6be4d67d4d65f3cfdda35c96e0aaa6a1feb7c446,sharechat_grok,roleplay,0.98,0.93159187,0.6033404546849739,404
0139e40113a09a9d0afb3dd82c63e25bc9241e5a7d6143f5cf637509c44747a7:2,96ffd18fe1ef783d0ed149c70cf13cbbffa05e2d586f1cf615b8889475137e79,wildchat_full,roleplay,0.99,0.89604837,0.816803316174747,1494
09f9d9d5b98a484f41f7c390ac732420755be5f5d9f732791510bd180204747d:2,11096edc5aedd86a72d48d92261a87723eb968f185a6af95aac66bc412119f21,wildchat_full,roleplay,0.99,0.49712032,0.5166463806931897,264
11ecfe13a32f36b419b2efd2adec48e9e7c5f28ad02af1aa99990da4527c2139:2,1378494030c11c4939a988c6e412f813377cb7d9d68086cee8b9513a513d3543,wildchat_full,roleplay,0.99,0.91971415,0.3813695578241824,136
13ea34b5caa1d5cbb4543c8bfccad385f1f4a161bf81409d77266dadd135599a:60,eea704a35ed76ae64089fe12788dc449767c8a73abdfe20d36e10d8fb8847eed,wildchat_full,roleplay,0.98,0.7248446,0.3046858396502062,90
1d6b1f0b3811543d5824604e3f3bf3ad3de3a7c8cfa6d1d8fa027b5ea4dfb545:10,9a8b1a3bc5d9c072c08285152daa4de4d3614477c94d2d8fafe92d0ca05074cf,wildchat_full,roleplay,0.99,0.7218292,0.3725911050232649,130
20b4db522aa9d183c4946d81d3ddec297e9a9555c1ad218bee403c997c848bb7:12,13142e94388a950975eb7512fb9dfa53d8073c6dd6ed9c329e128b998744f2be,wildchat_full,roleplay,0.99,0.8465791,0.4560163670591959,197
279cf3d91e2b20e6af584553d5757ad873f7a84cc80717de59b0d8a996392ef3:8,4a66c5562eb1f65df4eb010de22a483c8cf35fdf9822ecfb28aaeac72b667be6,wildchat_full,roleplay,0.99,0.5342915,0.4222634668404528,167
43d6360e1402a2531ee862f87eb489cb87f565bd1f0a54e82e5e2137697bb6f7:4,5273291e507b67639c10f6b74510f91da1606fffa5768fdefbee5c71fffda631,wildchat_full,roleplay,0.98,0.8005481,0.5757239645895739,352
46e6d9bac0385d5b1f9f3444f3a47297e6c124736886cfa8430c41d0ce8c854e:2,46690aa90bd6235e8067c6df56355bff5c7383787bada48c39714ec28042848b,wildchat_full,roleplay,0.99,0.48735648,0.4528585545849005,194
585f0f102dd48bd8f73bbe1161d36442d4775d0dc74d3cc3e6238b529feadd63:18,cf3427006ee4af76ffb7ffeb9c26e6d2031779c71153c83e03314004bd127a62,wildchat_full,roleplay,0.99,0.6383962,0.3572344844529429,120
67861eedaf73b5d352d8b3c5f61f4551d59c1832b357fb162c6adf7b94ad9f33:2,2089d5145fdf8c4e62a461482374bceec72835a9b9897f0adef1babb6347f8d9,wildchat_full,roleplay,0.98,0.8588215,0.3287788455707157,103
6feaf6ece92faf0484c8ec9acc941ca937c3fd9607c0f17a3d60da3c83f98f96:20,2becc7cab43d306c8669ae48fdaa5abe81e602fc275145555debe13076048666,wildchat_full,roleplay,0.99,0.2005082,0.388452845064782,141
7a6217e94e2601b55d519b5a9018b37515bd2e3f425b59583bfb0dc6c18534b2:4,c6f36688ffb785a1e87caf63f5c7d0351818ef23dd5dcc0bee12a02655da3996,wildchat_full,roleplay,0.99,0.65558594,0.3270025891162275,102
91426983d949269db70a45b99bcdcf531932a3f9963d993c02481d6e0dac5787:8,9105f99f76e3abde0df90225ae544bcbfc2369d2493cefdefb351b15193cb4b8,wildchat_full,roleplay,0.98,0.6138159,0.5543855237046051,317
a0cf25626f5b1718bd19dc5ef4ac168bf4f52eef62050b8aa3757108f5c507fc:10,4cc69b5d3c480b178205e4a75fe595573b31bb7cd54cc2abb1de5490ea7fa785,wildchat_full,roleplay,0.98,0.80574477,0.6462018812406125,504
ada6209239793cead0191c68f84631f8a8f4f8c3034251a4b0d0099c22b2341f:2,54a6d39d0c79fad9d8fc1f04757ccdd839733cd26e8e6ffb969fe95c4220acc6,wildchat_full,roleplay,0.98,0.8337736,0.413622950582829,160
b5bd7b11f343c3c96ee303f671b5af5c2e3b6fa043d0e97500876f14b631ece9:10,65d5aa9cefc5106c26e9dc00728ea60683916eff4b292242318550e3a14b58d3,wildchat_full,roleplay,0.99,0.942811,0.674739178992282,588
c437532d614f483a05ef01101f415bc32a45b6003e4b0fd776b02bdcad8868a8:2,7203d9580bf2998f48c1a739abe326633a12891b8f41e6e62818bf2cddf777a3,wildchat_full,roleplay,0.98,0.89108306,0.3322951844282752,105
d12811d53f8ffbaf0883fff7733781ceb7b279150efe2b9b321873c5d8926d12:2,630bef80a2f43e59ffb66143fad3df4bcb6e002ddba73b3ad76b190d1fd7cf8b,wildchat_full,roleplay,0.99,0.8078095,0.7510780731254715,927
d684be8ec3d4a9e16488b4f5d3359c1c97c6db9c5b5296fdb2c720ec103fd609:4,173dded456f78c533fea02705b3b3660c5cde3e9355306be900880e90918c76a,wildchat_full,roleplay,0.98,0.9081701,0.3305429952334745,104
d81ae8bc9d87aa1792396d814ea298816d9658fa8ed26ec15560d5fbe7d811e3:6,c1c4607f66d0f38b8269da9f093a6afbb1558e79612f1ce842c212e3b20aab7c,wildchat_full,roleplay,0.99,0.38535303,0.5963290935094845,390
d9618c24e9c0a2dd0cb82ebe01eb459ba14e224ba1272fab4d81dcab2bfc6c74:128,6d8878e0f983936cec5c65604cb37f54e719b4c3a450ab39064d3e698eb1b4b3,wildchat_full,roleplay,0.98,0.91902333,0.5716515863277993,345
efc5ac9cead8dace98233431deaa42de5d89a9200689e373e39cdd0ef56873b5:2,7ee202231d6b895615c81a311c3fdc97145274a25a93ea77fed83cf678e79130,wildchat_full,roleplay,0.98,0.921352,0.3425650086495818,111
f5ad849af344663f82e8080e87dc820d4045ac7d0b8ec9fe99e114216999afae:28,a67b81c255a29dbfaa5992a41fe530cda53ebf83c232d4b503b780104238de53,wildchat_full,roleplay,0.99,0.5465454,0.4672246895407816,208
f72d56f2aee0f3978af19fbbd3a1f89940ae548f344046e91996272a7fd0fb7a:6,8d23f4cbf04b30324aae181e179ee3c7557bb3d647642643fbc8b5beca8eed0d,wildchat_full,roleplay,0.99,0.41705132,0.3740760017064016,131
320784ae08ff3e194aa890dc677c8e3d4f9a9fd6d77d22858c9b791c983dd89f:0,57115bbda4167af82077045d37324247b5d96e9abd8857c6dca401c40793eaab,legacy_existing_wilddelusion,third_party_or_quoted,0.97,0.7273083,0.6968666784904158,666
329edffbf3c7810c9d91b52fd47003d2139a8f24c509cdcb798450bfdcd4ce98:10,37fbc757f016597a2cd70f1bbaa502570b69c4fd0822c0de65c06c0acd65fed2,legacy_existing_wilddelusion,third_party_or_quoted,0.98,0.5397769,0.5524363492181547,314
e4619064afad293d452faf1b112875a0ce2bac9fb9ed5c4204562aca9aa34089:0,d68c039ad213bca5c1f85e931d363b646eedeafb1e7031629677f4ed08288837,sharechat_chatgpt,third_party_or_quoted,0.95,0.79227453,0.8587367750719725,2187
f661e5a48ef169e70538a98a8ac9d8e1da151bbc4dbd19d523c40f4288c2ffa8:3,28b1b8dedde1508d8ef2e8b650e4d23a044e614f525b6a103006fdd7b9ddc2db,sharechat_chatgpt,third_party_or_quoted,0.96,0.9452194,0.5852430477756322,369
196759ce78ab859389b6545f725d74f8a723e3844a043ddb0933a103714e8370:16,3ac182466834b167064afbbcab8f471928e27d634bb496a75842f67197a335ca,legacy_existing_wilddelusion,translation_or_text_task,0.97,0.890818,0.4098206673687447,157
37d871aa3df77a7040de9e39ad445964b6e9eb6bdc420791035a90a6dd095bce:0,ff9f94622b9635331a14afd6d9516c09a6f347e05b657af59d126c3551258888,legacy_existing_wilddelusion,translation_or_text_task,0.98,0.8118564,0.8623629907559514,2270
59ae1b01add99dfe7826c514b711ab8d3fbb0ad0f39ad4a596e42e5198a2c7ea:0,340484cf0463497b196195aad3e60c55ae6ee06e2777c8452c662f98fdfea8cf,legacy_existing_wilddelusion,translation_or_text_task,0.99,0.94960946,0.730585011692334,814
61eea7153d0dc2ca4954e743914ae190df99220b43b959164bdcc79043e5cd05:24,9a49d43b8c422dbcb6ec5bc7f763130e5c602d8f3c768b327a336d0ee447e182,legacy_existing_wilddelusion,translation_or_text_task,0.99,0.751994,0.5978560966406672,393
75d77ce22a331c289a6a4ab9f7211e5132c44cec54d577a652d51a10afa791dd:2,ed9a1617f97d3301115c4685a112b290c6014d0d3388a65bbdde00882c4af68a,legacy_existing_wilddelusion,translation_or_text_task,0.98,0.38664836,0.7386451855666114,856
7739f44dbc67962dafad2941144ced20a3cdb88302b971ef3bd0fef8a4193398:0,1d3f0c4dcb088fb746333e677f2d11a5a93ecb1d83e5aba052be7d5fa1b822c1,legacy_existing_wilddelusion,translation_or_text_task,0.97,0.8118564,0.8619800931208488,2261
af1f9a16637b80a0f4affc17011aa637983ebf698db72e9b479af6353117ab69:84,fdeb2d293d2a0764ded28a228aa8af3df3b822f7ed67ce73315fcde659ce1c33,legacy_existing_wilddelusion,translation_or_text_task,0.99,0.90853596,0.692885965928556,651
bb5d1b582b584ea207a2c45c1b440d26b4e2ca186f7b3ee590c83bcb62ba38a4:76,546c0318d3c8a2bc415a985da9d90014a43cd4879b5ac8d0bade6bdad1353584,legacy_existing_wilddelusion,translation_or_text_task,0.99,0.5787822,0.3408816574966352,110
bcdddb8897f6d1c42a94d6c1ffba9995549c4c18cec99616438498b8506fd648:2,f1f455ca774a743716c1a4de757c54a40b82a1d94051e7ccd4e5d4ebf1ab20c5,legacy_existing_wilddelusion,translation_or_text_task,0.96,0.8516725,0.8441313742373915,1897
dfa8b5cfd3cf172ff5832ae667f6ead0a5401d176390ddeb614faae679722f91:48,eefc30b861991574c1bd976aec14659414346331f024557643e086cc7f6eaf50,legacy_existing_wilddelusion,translation_or_text_task,0.98,0.8444638,0.6753538460394244,590
f086ad48c76e3b1d2003979bdca39b09ed4d1e33bc21c5febd569b575418a14c:236,e311138a361b8e0c91125de2647db2c2e59bd101cacae76ee84045a620cf9148,legacy_existing_wilddelusion,translation_or_text_task,0.96,0.5489403,0.5019992043659052,246
f653e7495237912cd6df39d12997e901724b8d8342bca27bcf20eeece1f41002:8,a3fbf82eb6560e447ec126aae8eff3ccfb69f070982f4741a6128e1b16ccbe65,legacy_existing_wilddelusion,translation_or_text_task,0.98,0.71696436,0.7199836351808588,763
21dedc3fc48d757c091b602c57a838a3f7c3108b3b74fe238dce34c20de042c7:0,ccae099c147fff5cf786021dc6e8da7f77f1227399d8ff780890ddd85e3c8d18,sharechat_chatgpt,translation_or_text_task,0.98,0.49407634,0.8807463963899769,2781
66efbe6c2799932fc68000f4f1757865823b34547810ff995109a4d7eda7e392:23,9c64ad85f8295704c25bd13ada5fb5d2cbbb2f76a8c172396ba9c4778d0348f5,sharechat_chatgpt,translation_or_text_task,0.95,0.4915773,0.4185992481124533,164
b9291c0daf27dd7f285d1c86b908f7252621373b6dab00244359ef32e2526533:30,7f555d72060d4757d542c91e6be4d67d4d65f3cfdda35c96e0aaa6a1feb7c446,sharechat_grok,translation_or_text_task,0.97,0.9153813,0.7651594815210132,1018
11f68d00479ce2e29a1e198eceee64cf17d1cf627949ce685533785867742075:2,1ca890d3c11851abcf3181089fe7e4db543facc17e04b42ab8890da0b0b8372d,wildchat_full,translation_or_text_task,0.95,0.913039,0.4898410020200029,232
156d24b4724bae95b489d260eb02c83f77b73ad563b8e10ef5a418e800f1b630:26,78f3e3f22178cd7863afd40bffceb8b416932d7032a03158ea174acecb46ad0a,wildchat_full,translation_or_text_task,0.98,0.92311746,0.5182104096096742,266
6dca796c2fd4413b4b9543b6c4123e09ec4cbed392144b4fdaa5952b03bf8f15:2,bae0bf5617884c5979a89da8df75b05fd8edfc5909dc26d85add9998b1238907,wildchat_full,translation_or_text_task,0.99,0.8178851,0.9407086119129212,7194
763dea5e3ceb1316236eca287c1e4e8f616473e703654edc35c06f5dad32ae29:2,ea4e33a630a88ff82db364c9cffc0334f94c42a5448b81a3f2bdd81ddd225aad,wildchat_full,translation_or_text_task,0.97,0.95389736,0.8771100586318135,2666
7739f44dbc67962dafad2941144ced20a3cdb88302b971ef3bd0fef8a4193398:2,1d3f0c4dcb088fb746333e677f2d11a5a93ecb1d83e5aba052be7d5fa1b822c1,wildchat_full,translation_or_text_task,0.97,0.867638,0.931762770892119,5965
b26ccead1e5df7650978640cffde487ad1bac422e141e1d1b4b0fadd93024cc9:0,11174dbfa7cfdbc96700398534c8c939a473764a6f34f5360a9c60609b74ad10,wildchat_full,translation_or_text_task,0.99,0.83324957,0.7725501458669755,1071
bcdddb8897f6d1c42a94d6c1ffba9995549c4c18cec99616438498b8506fd648:4,f1f455ca774a743716c1a4de757c54a40b82a1d94051e7ccd4e5d4ebf1ab20c5,wildchat_full,translation_or_text_task,0.96,0.87598324,0.7741498728983129,1083
cca5b0d9300971ede0637bd4d438d258e32df9557e8fff701ffbd428f37e8ede:0,7e502d6f5f2e8dc6ae3a1f073f1f70bfd6d46e5d22b872c2f477023ca683f0fc,wildchat_full,translation_or_text_task,0.95,0.90705395,0.7327512953162519,825
f2471ca7a502e82f4cd0167527458db7052d2be5b2d7d6172d1beb2b1b787490:2,081f7e4abda994a938934b8272bd88b3b73cef4841cae50bb908080fb9416c87,wildchat_full,translation_or_text_task,0.97,0.80569744,0.4258710848400286,170
fcdb8f891e788214f88a3654d18835c890a153e5fd6e70ab91651a7d54a0d8ec:0,5b423280399a20e3b5972d94d377c6e68bd0e5ec9d4b006fe94014575b5c337e,wildchat_full,translation_or_text_task,0.97,0.9147686,0.7604213820706394,986
