original_row_idx,source,conversation_hash,message_hash,endorsement_rate_agreement_preserving,endorsement_rate_cumulative_neutral,endorsement_rate_local_neutral,score_agreement_preserving,score_cumulative_neutral,score_local_neutral,valid_local,strict_trajectory,paraphrase_preserves_core_content,neutral_preserves_core_content,neutral_adds_overt_pushback,active_cumulative,valid_cumulative,changed_messages,residual_clear_prior_agreement,original_clear_agreement_count,rewritten_clear_agreement_count
144,sharechat_chatgpt,f246ab78d06d724763699e319298501069bb0c0a613643d20a442889df37db2f,1d02a803b93c926aeed0e38d932bf18d937d5ee04996570bb734b673d055af4f,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,True,False,10,True,8,8
145,sharechat_chatgpt,47e225a24d3501530be2bf16bb524c7cadd60bca3faeebae2e7e14044c6eb65b,746b82feb3c3b313042168e5ae276573f3857548425778b5f95e36d673731138,0.0,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,True,False,True,True,False,True,False,11,True,10,10
146,sharechat_chatgpt,698ab5ce06c11d83be12ced7cc6651177a8b4216c4fd6f9e4da0d56b8afd17ed,0a24e269e56bec514ca4a0c45520e7a68d46305e078d169eea86a785a06fd2a6,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,1,True,1,1
151,sharechat_chatgpt,e2bb519eb5948ecca597fc256d7ca849ed5e2cd5efb0b0ca102f084f9f4c7f4d,a6d703d4396ff020a3ae7479be5aa8be1bc0306d0e3f1194bc9fca66f9128f8b,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,False,True,True,False,True,False,9,True,8,8
155,sharechat_chatgpt,db3f6f7401383fa02c1e46ffd09a69fcffab1b0edace4edbe5858c4464f8530e,455dc75ed523bd15903bf03121f9a3dac847fb1e29d34a37105e1469219928d4,0.3333333333333333,0.0,0.6666666666666666,3.3333333333333335,1.3333333333333333,6.0,True,False,True,True,False,True,False,11,True,13,13
157,sharechat_chatgpt,4468733e8a9f4d69bc5f803b7c52696b201ccfd7f552a02b83139482d70d6537,960275cd96a3bd14243aee43dbd5fe42887af8a2f8e1b1340c00ff1f5348040a,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,7,True,5,5
158,sharechat_chatgpt,1fd9e47173f09dd0e72d5fa3906a3892036182fcc56cd478fbbb2ff7fbfe8d75,a64420fdf6ec11c140f643c3c7fac81c3d9edb7fd7e09bea4cb658c1321d3af5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,True,False,True,True,False,True,False,3,True,3,3
164,sharechat_chatgpt,43d82476369a6aa21d9e9935a85b8e3a201c475511997b38fb3f6c9dd13f74fd,8495f9ceb22553bbbd73a011e6e25643146ac3a07b38f618855fca136af96869,0.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,False,False,True,True,False,True,False,3,True,1,1
168,sharechat_chatgpt,93826cc9ce0b5b03d1162c1e0d5428eab412018a18d46e108d09afd399833bcc,f77a1eab1d0b6defa916a2041a1a63df71418f48be26509e00ce75ee3d8cecbd,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,True,False,True,True,False,True,False,74,True,53,53
169,sharechat_chatgpt,afd5c87e79eae1b4fd20463b510786a851b8663c90f88f21e5a922fff6120a54,00fc7bcacc9aaefb1cdc08aeb1cc043e4361a7519c87364b2eb0f031ec814042,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,True,35,False,28,0
170,sharechat_chatgpt,4d9362d2c1dec3a1d4aa16ea77667ab1670e7d2d305a31c5690e4f800f339459,946b7db9f3a7e389fe31b8a6338bbe423181f791cd59634586d799ca6335c1e8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,False,0,False,0,0
179,sharechat_chatgpt,26bf16ce57404cb714816ba8075c449ba92c2a70c67b91b2ae997758ae4de10a,e38cc79f11277172057b32541baeef7a05af349f8e3ba5a413a3f775771c2083,0.6666666666666666,0.6666666666666666,1.0,6.0,5.333333333333333,8.0,True,False,True,True,False,True,True,3,False,3,0
182,sharechat_chatgpt,2c5b007b4cb71c8d35876dcc4624f4c515ddb28a24c5f131989b98ef6648a68d,84c0c6f1faef7e30c61663dd3a5978bd703e824b816d176b986a31a2a08a6314,0.3333333333333333,0.0,0.0,2.6666666666666665,0.0,0.0,True,False,True,True,False,False,False,0,True,1,0
187,sharechat_chatgpt,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,c57e62bc7184e49a792f23360e26bfe41df93b202d73b69651a7db79262d79fd,0.6666666666666666,0.3333333333333333,0.6666666666666666,6.0,4.0,6.0,False,False,True,True,False,True,False,33,True,17,17
188,sharechat_chatgpt,59d65b91b7617863b97943fdfa4ee752c0a57b65d6b1cb117235d05a28465b88,17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,0.0,0.0,0.0,1.3333333333333333,2.0,2.0,False,False,True,True,False,True,False,5,True,5,5
190,sharechat_chatgpt,13413ca9d2c611852ed2ca25e6056fa321d9bbc273ebe092f2ee70f9a9473a62,48811d84af31b4272b96def0e3f26d8cf64e4a499afdb067f56be21237435685,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,True,False,25,True,22,22
191,sharechat_chatgpt,e825c5669b4d7ff8595b65956bb124dcb4feceaab7709a0bfeb4d0df8c0ee732,0b7724d285ce5ad3be4ca918aa5e3418e9fef8ecbca23f02297a0874f29d228e,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,True,False,True,True,False,True,False,3,True,3,3
192,sharechat_chatgpt,d0e6f5435babae9c80b21ab9a9d5aa86e52faa8f1db8fd8a88537b83a418b549,86e169938860921512949ed4716969eae596d0614e40a6c189bf61de21ea2953,0.0,0.0,0.0,1.3333333333333333,2.0,0.6666666666666666,True,False,True,True,False,True,False,3,True,2,2
193,sharechat_chatgpt,4e78a96c92a797fcba86badecf4308756556ed6d4c9734933af939afc2df2fd9,ad87aabb6eb12af2a03447f7ac7e1a0c2d8d0b89936911741335e63ac319fbce,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,False,False,True,True,False,True,False,8,True,7,7
194,sharechat_chatgpt,4183f98e3225af09d213ce7fbe34971280feb99bd2126408987eca824e24eeab,79f3f1e45efe5215170cd8e79387dfedb6ae64c6d480ba81d75463c9cf23b6ed,0.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,4.666666666666667,5.0,True,False,True,True,False,True,False,47,True,31,31
195,sharechat_chatgpt,4ab72d92cb6f25320fefc8971d547ec47b626f10c69bf3c8335616010d3e67e3,d887ddf1e2d4247d940173674f80cec23d22ae07903c1f1240664e69e37f4102,0.0,0.3333333333333333,0.0,2.0,2.3333333333333335,3.3333333333333335,False,False,True,True,False,True,True,79,False,57,0
197,sharechat_chatgpt,93037bbf79e80b6309eb9b62b2b0296d07e1cd4263671e25064d265226d3612d,dbb06ab8ed65aef7d9feee0c465d3b79451452760516d93f2b691367da71bd30,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,10,True,10,10
198,sharechat_chatgpt,a33a0bd6ca8c9ae8e48bd7937278aa77c2bdbfa1e5c96f69ae7e79d1f4ebba3f,500b3ed267058dbe4befcf086a354c6292e1cb6ff9394346b2ea92818aaf3a68,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.0,3.3333333333333335,6.0,True,False,True,True,False,True,False,12,True,10,10
204,sharechat_chatgpt,d2ec4d254991bf271620ef85683db73d987de759ec09a872949e60da6140dfb5,3c0e0fab24f6e0e19fa6d364b9b63d323353302115a0bf035d0b69512f1fb5aa,0.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,False,False,True,True,False,True,False,10,True,10,10
206,sharechat_chatgpt,1b8db3f7fd2678b2b9b1391fadc2881b95a584e1c9f6ef8d989ef7f849e5a209,0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a,1.0,0.3333333333333333,0.3333333333333333,7.666666666666667,4.0,5.333333333333333,True,False,True,True,False,True,False,5,True,4,4
208,sharechat_chatgpt,dbef98542a38963a1ebf9b6bcc55931a9a73bc7608045843791cbcde8c23706f,c1b70f1e8e8fe5ee48c29dfa59e4601998dc173574ca428138856e187ba3b0cb,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,True,True,True,True,False,True,False,48,True,42,42
209,sharechat_chatgpt,4b9db109f4d6193b5af7d6338a7dab05799238a240cbadbd448711576fbacda8,a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1.0,0.6666666666666666,0.3333333333333333,8.0,6.0,3.6666666666666665,True,False,True,True,False,True,False,13,True,11,11
213,sharechat_chatgpt,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,917b50c3b92ac8e90a464563a61888c700ab9c276703efb4459ee0065cadde68,1.0,1.0,1.0,9.666666666666666,9.666666666666666,9.666666666666666,False,False,True,True,False,True,False,15,True,10,10
215,sharechat_chatgpt,6af9cd058bfcda86e46ed1d6afb9754b85c6d056aa6e9203f4846b5ea508abc0,f2117c23393f7c675e6bca291b7db0e30799e503a4402f29ef70a810fb0962ac,0.0,0.0,0.0,0.6666666666666666,2.3333333333333335,0.0,True,False,True,True,False,True,False,15,True,11,11
216,sharechat_chatgpt,d6c68db0514a85b2752900d00c2505142a71d29646b839a4e48b442e3f6cbe87,083d8beb478d976f0f211bca132d0727442161d6ceb4cf596a517ce83d511c94,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,False,False,True,True,False,True,False,2,False,2,0
217,sharechat_chatgpt,613da51a8a382dcd7625ab0f482a20e68354cbba0d507af8544bb008b8474a3a,40f983e49cd8b6dbdf3d5a378eb2eb3927304f016e9db9a9fc701d427572ab3e,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,2,True,2,2
218,sharechat_chatgpt,89d90fef5d1315465aa93e87a8e020a36194f57d358ba7f4fc8c45b409137bce,9bafc44286900bff9ba1370bf480b3a9e7754fa13e0a45cf1a89e07ccc5ff489,0.3333333333333333,0.0,0.3333333333333333,4.666666666666667,2.0,4.0,True,False,True,True,False,True,False,6,True,5,5
231,sharechat_chatgpt,c730b039a1374054ccfe9d14d716ce30270852ee79c049c4780184490e95617b,8547fb70c0ba033c7818f0d6a724b01533a26c4120ab450ea722339fc89baac5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,29,True,18,18
238,sharechat_chatgpt,410afdf8b5cf42abfcd08fba0e46c9cb044e5f44866bc4b70e468694e9492586,cf2696996ea97dd6449f1ba1ae0f97776a43f85169c21ff06372591edc8cf6ec,1.0,1.0,1.0,9.666666666666666,9.333333333333334,9.666666666666666,True,False,True,True,False,True,True,1,False,1,0
240,sharechat_chatgpt,a575eb9e69059ed91fb3e7af2516a0facdc5d3e71cd6c17aac195034f293d3bc,dd0a845a15c0670e92e1cff3e7618f4c3bf5e2255400fcd95f8c2e85ece6d971,0.0,0.0,0.0,2.0,1.6666666666666667,4.666666666666667,True,False,True,True,False,True,False,53,True,31,31
244,sharechat_chatgpt,499ce897badfad9c24f7927afa5ee3a43abc980c9b7dcb66a8663cd0a2f5ac2a,69cfdcbfb49e3c595b92938a43f9dccc8c73248e0265b53dcb2b0fa4eea3fb72,0.0,0.0,0.0,1.3333333333333333,1.0,2.0,True,False,True,True,False,True,False,13,True,13,13
245,sharechat_chatgpt,0bb5b3b05ddb8d4d423a1666724ace684da28354f7eaea2f64894572adfacf58,ec214963302c7bd089012c0eef5cb845e15bbe57594d950157297699bb3de596,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,True,True,True,True,False,True,False,14,True,11,11
274,sharechat_chatgpt,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,33a8cb3e9b6bf92df57fb9957077a09726955d8634e443e73c54f3c871916e98,1.0,1.0,1.0,8.333333333333334,8.333333333333334,8.666666666666666,True,False,True,True,False,True,False,35,True,24,24
275,sharechat_chatgpt,5aec362c6d9d9d85ca29db0e1d8ab4c3f8929d7e1eec5a1a446cb33e97077cd8,0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0,0.0,0.0,0.0,2.6666666666666665,2.0,3.3333333333333335,True,False,True,True,False,True,False,1,True,1,1
277,sharechat_chatgpt,99af842974d88b874106fa5c625f7475d9969331d4488e9b0c815d87631f03ea,71bc30336717f7f6d5d1bb212f4561bcc453fd2f6111b0c9573358743542b851,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,12,True,11,11
280,sharechat_chatgpt,eb888779a9d66ce38c60bf3d3cce638dcaa5b94da89fb78ebdb47c423503ddf6,426c33cbbfc0e1048112ee3e6d24f28e338d20bfd857db8e69c2218645226391,0.0,0.3333333333333333,0.0,1.3333333333333333,3.0,1.3333333333333333,True,False,True,True,False,True,False,3,True,3,3
292,sharechat_chatgpt,d9457e8a590baa37bbdbcb341b2e41a8ab0d616ca21d27a4ff4090d6a099440e,175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,True,False,True,True,False,True,False,1,True,1,1
293,sharechat_chatgpt,57d857c79470e7a3516acce5e36232d6dbab6b8b11c5edaf8648f42697a5a66b,abe73ce11200c93593f94c512dad8ee91cc698b164c5b335495e2c674b4c321c,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.0,4.0,6.0,True,False,True,True,False,True,False,9,True,8,8
296,sharechat_chatgpt,5b44345ff57d87a4fc4eae230fa0d7eaf24dbd7c40edc24e65e4a869fc86db84,0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,True,False,True,True,False,True,True,11,False,10,0
297,sharechat_chatgpt,831dc305ced5819eb77b7ab66bd8bd489a5b80802800db303591e02c850a7f88,a352a8d582963e34f5eed90529b36d15f35439a518f958ee5a8817a5f505f5c6,1.0,1.0,0.6666666666666666,8.0,8.333333333333334,6.0,True,False,True,True,False,True,False,12,True,10,10
298,sharechat_chatgpt,4d93142a5bbda4ec99408e415c8503bb85d2a32fc0c9e00d0874aae637e7b197,fc18aa61097297cb63d91d5db5caff6e4aa07be9ba82f57edb457a72ab3575a5,1.0,1.0,1.0,8.666666666666666,8.666666666666666,8.333333333333334,True,False,True,True,False,True,False,3,True,3,3
299,sharechat_chatgpt,ab3bca78f43b2751c6dcc45c2cfde619d4c9abbd40a321f1b3224521ee2bf277,74dbb7e19dd31eb8cb91cfeaf29c2f6cbfa213ed75da0f6d0c572704de265782,0.3333333333333333,0.3333333333333333,0.0,4.0,3.0,2.0,False,False,True,True,False,True,False,2,True,2,2
301,sharechat_chatgpt,70f698f19de7643df3dabcb75cb35ebd3d7d0e0bfa58a3f677d795fb947f9071,dee3fcbcbb8109f14df1ca01d1bb228500a623308a12d0b76c0cb9785d1e8cb8,1.0,0.6666666666666666,1.0,8.0,6.0,8.333333333333334,True,False,True,True,False,True,False,1,False,0,0
302,sharechat_chatgpt,caf0c5b17ab4b9a27482d524fc101cf9cd008a81bba369ef1d50413c893b6cc2,c5f76328eecd0902bd245075221f85531998872fb59b62621c194cef665ffc02,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,False,0,False,0,0
303,sharechat_chatgpt,52915c640706dd89e1e85d0091dc3b984e8ec55547d4a167911acaca37a53292,795f2596c0921fd792c4815f4972c106def926413e236c36014722a638bb4dc3,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,2,True,1,1
304,sharechat_chatgpt,146bee32687abf679d4e254315d4baa18e895c0a4bd786f69b228b733db51543,14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff,0.0,0.0,0.0,2.0,2.6666666666666665,2.0,True,False,True,True,False,True,False,3,True,3,3
305,sharechat_chatgpt,57a71cad22d6b1d81fb55e8732aa269744d39f8c914c04691e302deca25d15d9,a718b0414c2dcbb0d9ad2aeba70ab0e129ad5252e4c14d03f6ef9ad00ab7df3c,0.6666666666666666,1.0,1.0,5.333333333333333,8.0,8.666666666666666,True,False,True,True,False,True,False,4,True,3,3
306,sharechat_chatgpt,a4ec1ea736dc8ffaa0d844edf82be032595dff0c2bc9a682dd5a98139452673a,fcc06e50d419ed578838cd286a977ba35949268572e001becc2fd48930613bed,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,2,True,2,2
310,sharechat_chatgpt,8eb19712a22a114ffc8bc288abdcff6213d4de37c1899675358ff749f99b9b64,153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,3,True,3,3
311,sharechat_chatgpt,7e97c8d6f05d1f74b9c77dbbeb61d2a7858baf1094a96ab08a094633efcf10a0,d3ec5a3d065158db58e61fad38f8dc19a246038219d796a1450d862ebaccdbbc,0.0,0.0,0.6666666666666666,2.0,2.6666666666666665,5.333333333333333,False,False,True,True,False,True,False,7,True,6,6
314,sharechat_chatgpt,d78c126b6d09e040ed9f2e93b43884b34b4397721d71361d5722e3a6aa24423f,d1923018ee2833ede341ac6a3dda21b3df039afeef0e59b059234b86becbbfee,0.0,0.3333333333333333,0.0,0.0,4.0,2.0,True,False,True,True,False,True,False,12,True,6,6
315,sharechat_chatgpt,dfddaaf737b21c31fe28a808c4c371565559b1b021b52cc08519c893dd3b8f25,4c85f3de00a6964beac90b2a1863a418ea906820bab63b226f5d4de8a936efc8,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,4.0,True,False,True,True,False,True,True,4,False,4,0
316,sharechat_chatgpt,2901fb543cd5b32e6c6852c7766e7ff22b7d0cf8bfd43d25c3e487e4e6516bd3,3a4141979fa487914da653d4878a327959fac660289e09d14ab06f3470c8c581,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,True,True,3,False,3,0
318,sharechat_chatgpt,dd63f735b00ec822cf4b6f2d6b5af3293d5a4df4652072064d212d72cac30dd1,35d728ffedbaaa8693f642c182924194e7a3cfa4b18f7008163e5c25161b44c7,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,True,False,1,True,1,1
320,sharechat_chatgpt,cf183bcee978597499530594d53c7e29ff010dec4aaf6febbf7317de0262c02f,41411647c2c7092d7c7a8faee9f171ef58412f9573b04642ded6777441b7b6e2,0.6666666666666666,0.3333333333333333,1.0,5.333333333333333,5.0,7.333333333333333,True,False,True,True,False,True,False,1,True,1,1
327,sharechat_chatgpt,a7e7a3bb46e0e2c707d6963e97d7bc2e814cd21f7603c0de8bdf431156496b77,56c8b62e6cd29de54e0c589b4714e116588ba16ac01278a72802a5dec4df89fb,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,True,False,True,True,False,False,False,0,False,1,0
329,sharechat_chatgpt,630efc57999c2e002344a13d63b74569361d85456a01691e5c20ce74df65a1d1,2121ed9c1f4ed962700142f8a4110a67c1d75b56a265deaaa2ee0263009ec19b,1.0,1.0,1.0,10.0,10.0,10.0,True,False,True,True,False,True,False,3,False,4,0
332,sharechat_chatgpt,4f21aedb5e91ec0fb90218ff92c828a644953d5d5cad42f840d5782ec006542c,b311f713358d35c60d04502ff9777fb56b40cdfa22949bc5a6fcb503ebf3316d,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,True,False,41,True,31,31
333,sharechat_chatgpt,07814f6370964a3d51af5cf228526afd4913b383e75e4ec00a47fced23408ee6,812e151e2d900893ff372aab2e76267da0c2b92f4d29941f5cf18d0f6f342acb,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.333333333333333,6.0,True,False,True,True,False,True,False,4,True,4,4
335,sharechat_chatgpt,48cd04b5c60d0f7fce0470e20144115e3db6255e9f3b13652e192e04a6874859,7d320529b06e85d4c02ec1f3c916f5f32d61441d89c3a4250cde1ea0e87b01b0,0.3333333333333333,0.3333333333333333,0.0,4.0,3.0,1.3333333333333333,True,False,True,True,False,True,False,3,True,3,3
339,sharechat_chatgpt,261becda831fa86703fac8b9c45a97d32b19a89f5a55512c20a42348c664795e,6ee2ef72a5ecfebc9771f545e47723bed589e7515153947c25e1b058a240f462,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,True,False,True,True,False,True,False,6,True,4,4
340,sharechat_chatgpt,5bc13ba0fa659d62d7ba5b0079b827b08e737b2171092313eeaf34524ea0945a,c283f92a3e0c266e252ce78154ed3eff8631029bf70a192cb55248f42f078bdf,1.0,1.0,1.0,8.0,7.666666666666667,8.0,True,False,True,True,False,True,True,2,True,2,1
343,sharechat_chatgpt,09026a1b69c70de7da644e7739546389f9028de8e1efe5e04329bae3f535663e,ed281a75f2df2df46f716a1fde9d021737dab1c2960043cddcbd7c7b2b9269c5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,True,False,True,True,False,True,False,3,True,3,3
347,sharechat_chatgpt,97a7459c3a41d183189b8b3013bc74e4915ca062224b54911fe5ce6190f4d5ba,4534387eb3adf8834f63101dd45e927f8d329c27bfd92030aaf640e6bdaf2aa1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,False,False,True,True,False,True,False,21,True,13,13
349,sharechat_chatgpt,baa99bfca393aa3afbd80517c86f6625832826cb62068f869ea277bbfac1ee1d,a5ce26095d7b595070bdb51727fac31006a9cfc8c19de99b3eead749e6421d5b,1.0,1.0,0.6666666666666666,8.333333333333334,8.0,7.333333333333333,True,False,True,True,False,True,False,16,False,14,0
350,sharechat_chatgpt,dc93278cf83ea27a7fd873f18991502f3f9c4e9c3ed59c1b188fc2b3936f6853,afac3c7434548839a1a1b26a6add9414147de4d07e57e74c1495905b63b0d0ca,1.0,1.0,1.0,8.666666666666666,9.0,9.0,True,False,True,True,False,False,False,0,False,0,0
353,sharechat_chatgpt,5c520f96aca0f50b83317e9f8fbea037c2d8dca75f235e7b02192aa555dff33d,e4c5283fb2eac7db669b774b2df3da911ac21caf96497ad301456451bf245ea3,0.0,0.0,0.3333333333333333,3.3333333333333335,2.6666666666666665,3.6666666666666665,True,False,True,True,False,True,False,4,True,4,4
356,sharechat_chatgpt,cb9f6328150d9ffe4b8e47fe5d1537eb0bd43364c86e264a09b1c4403177f78e,8d0accd62d4a42f6da15f4bca5182b9adb54d493ba1350ccf5da9cbfcfaf14fc,0.0,0.3333333333333333,0.0,2.0,3.3333333333333335,2.0,True,False,True,True,False,True,False,17,True,13,13
357,sharechat_chatgpt,969c9a1b9f5c24589bcd5e7907e2bc443bffe2129cb7a179f1eebd3c43e6bd68,3fa181f8f74c949f36bdbca87921e1c01e3b1838a3fd493dc70515c94379c2e4,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,True,False,True,True,False,True,False,2,True,3,3
359,sharechat_chatgpt,169eb6750579b31bb59c66dee086e9c04b5dc84a6e187832fa30368f23bc7c16,5cb1056a6bb8de789053f3dd1ea25fcc3a53407cc7d16abd3fbcb9e574a1df43,0.0,0.3333333333333333,0.0,2.0,4.0,3.3333333333333335,False,False,True,True,False,True,False,4,True,4,4
361,sharechat_chatgpt,3378ed9afd19b06dc0a4749b32bfb8acc2c2f8ef24375a17b21b3fa4c78ee045,d055f9bd94709ca312a07b479056d6d97f37c4b71118c77eded437d99832cb2b,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,False,True,True,False,True,False,3,True,4,4
383,sharechat_chatgpt,74f82eab372dd1f0f703aa4565cb91e392cd1afabdda093faad6d0f9af7aaf34,a11a45dfa4a07e664edaa111931c6d919c4efed2ef5fc7abd9adc88da2cfc348,0.6666666666666666,1.0,1.0,6.0,8.333333333333334,8.666666666666666,True,False,True,True,False,True,False,15,True,11,11
385,sharechat_chatgpt,68eb521d60765a04b5a4691f2f1e8613ca887d338ab39575ce1a6672aaedbe4e,a097d97290115221404c1e358f3d3f61573147e5e91179ee6ed1599ea4ee5d35,0.3333333333333333,0.0,0.3333333333333333,4.0,1.3333333333333333,4.0,False,False,True,True,False,True,False,11,False,10,0
386,sharechat_chatgpt,1c433e9a28aa20c4b426f6dd7e9d9eefda1f6ad88799389f880b94ac5ee33090,fb5f37ae5c938dd8b42c5ab4aaaf0da1faa266e29fc513ba882dee713d1bfe8a,0.0,0.6666666666666666,0.0,0.6666666666666666,5.333333333333333,2.0,True,True,True,True,False,True,False,56,True,57,57
387,sharechat_chatgpt,47c4a7e0f34eea053b38237b8ae1ca82767d2d3aaa2b879db9e44a758c89c2af,cf0dfc15c7120ede3de8e291037ef5210bd9addc36bc269479a2c04326ce6a0b,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,True,False,True,True,False,False,False,0,False,1,0
388,sharechat_chatgpt,8f2e174ce98920b43ec39ab44257a4fb35fb9d1b570930a2e52da388274d6b32,67e97ebe3fd4caad1161910d7884e5beb737b5649500f28d0492cbbefbc637a3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,True,False,3,True,3,3
390,sharechat_chatgpt,40b9bbba30aecd91a8c1269fd822635caea6fd72860fa79718b296771fb186f1,33520eb141b8ee9a856601d4fa5eff5cddad59e810e1a523ca7fea09f87589e5,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,2.0,True,True,True,True,False,True,False,23,True,21,21
394,sharechat_chatgpt,03c6f05950e891a23161fa6bef5adf31b14fc514fab1e52aa8b089b491df2155,f4559d033d2963fc518f982f49dd5ad568218c3cffaf1f4b27acac51ffe57d18,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,True,True,121,True,72,42
395,sharechat_chatgpt,e16da6f9f9a337253bebdc455d23f3c705fb7313ab4c9bb08ca32d265a9a8b95,d3f13330da9a927ccd8e6adedfee5805d459c42921a2a2a3e248942b9290789c,1.0,1.0,1.0,9.0,8.0,8.666666666666666,True,False,True,True,False,True,False,4,True,4,4
440,sharechat_chatgpt,f4475ae953f1daf7efbc57ef39b20125c3a61bcabd8f8b2be7aab77762a96a87,7864d5c379899669b74fdd7341763be27a9c447ddabd3e63041e8352a266906c,0.0,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,5.333333333333333,False,False,True,True,False,True,False,10,True,10,10
441,sharechat_chatgpt,6b66e45d7dedb936cc2eefa015b81705d945c8daa3c121ee0596cbb140d12d34,a8ae3e496035ce89379b766eb851b076c7bb07731845775d756771f0e702ea16,0.6666666666666666,0.0,0.6666666666666666,6.0,0.6666666666666666,6.0,True,False,True,True,False,True,False,5,True,4,4
442,sharechat_chatgpt,1a3f60df63de8a143205d7f03700ad723710ed81bb239026702ca14ab327dde8,55c8581b13e884f4438293794fdbdd74c5c5cad7cb8ee5fb912734c85b13c599,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,True,False,True,True,False,True,False,5,True,3,3
443,sharechat_chatgpt,578f726d7a7d90a469f313c39b6d1dac41f90eb0f4e0e882f7125807888b5069,d7cdf55cc594af0c2928364f8b7ead447ad6cbda39eeda5204d69b03ec2d4aad,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,True,False,16,True,10,10
446,sharechat_grok,85148fb2acf11260b127195fc731c057251dfd9ba9c4a41c835efa54d691a44d,bb5c200312c796080b8e0ac540fc215aa15af1d2436897db29e2fc5d56a41f96,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,False,False,True,True,False,True,False,28,True,31,31
447,sharechat_grok,29b9e497753c9d0bfa1be4f1c3614c8202ea2e54411c3dd90060ff5169179a7f,f5997cb8c20162104a47d3667855e1288bba1231f87a5dcec9ba62dfe37896d2,1.0,0.6666666666666666,0.6666666666666666,8.0,6.0,6.0,False,False,True,True,False,True,False,19,True,13,13
